,Rating,Type,Size,Reviews,Installs
6611,4.2,Paid,36,453,"10,000+"
6612,5.0,Paid,46,1,10+
6613,4.5,Free,3.2,5509,"100,000+"
6614,4.2,Free,1.8,1623,"100,000+"
6615,1.0,Free,6.6,1,100+
6616,4.6,Free,3.2,31,"1,000+"
6617,4.1,Free,5.1,101,"1,000+"
6618,4.7,Free,6.4,19,"1,000+"
6619,4.4,Free,6.9,2599,"100,000+"
6620,4.8,Free,5.1,4,50+
6621,4.2,Free,20,52390,"5,000,000+"
6622,5.0,Free,6.1,11,10+
6623,4.6,Free,3.2,16,"1,000+"
6624,4.5,Free,100,4218587,"50,000,000+"
6625,5.0,Free,1.4,15,"1,000+"
6626,2.9,Free,2.1,21,"5,000+"
6627,4.4,Free,91,288835,"5,000,000+"
6628,3.0,Free,14,2,100+
6629,4.5,Free,14,145,"10,000+"
6630,2.4,Free,43,221,"10,000+"
6631,4.3,Free,6.9,29330,"1,000,000+"
6632,3.9,Free,96,29990,"1,000,000+"
6633,1.9,Free,14,76,"5,000+"
6634,4.4,Paid,26,348962,"1,000,000+"
6635,5.0,Free,18,7,100+
6636,4.0,Free,34,5,"1,000+"
6637,4.7,Free,2.8,3,500+
6638,3.9,Free,92,1995,"500,000+"
6639,5.0,Free,11,5,100+
6640,4.2,Free,15,5,100+
6641,4.2,Free,4.0,2099,"100,000+"
6642,2.8,Free,3.8,1022,"100,000+"
6643,4.2,Free,1.3,4074,"500,000+"
6644,1.0,Free,13,5,100+
6645,3.9,Free,67,923,"100,000+"
6646,4.1,Free,99,154519,"10,000,000+"
6647,4.1,Free,116,207,"50,000+"
6648,3.2,Free,2.2,12,"1,000+"
6649,5.0,Free,43,5,100+
6650,5.0,Free,2.4,6,500+
6651,4.3,Free,67,350,"50,000+"
6652,4.1,Free,67,364,"50,000+"
6653,3.8,Free,13,12414,"1,000,000+"
6654,4.0,Free,8.2,4,500+
6655,4.2,Free,Varies with devic,401643,"10,000,000+"
6656,5.0,Free,9.2,3,100+
6657,4.1,Free,63,9898,"1,000,000+"
6658,5.0,Free,4.2,1,10+
6659,3.7,Free,10,18253,"10,000,000+"
6660,4.1,Free,78,3371,"100,000+"
6661,3.5,Free,38,254,"10,000+"
6662,3.9,Free,9.5,39038,"5,000,000+"
6663,4.2,Free,Varies with devic,9403,"1,000,000+"
6664,3.8,Free,45,17372,"1,000,000+"
6665,3.7,Free,28,7885,"500,000+"
6666,4.7,Free,Varies with devic,706618,"10,000,000+"
6667,2.8,Free,7.7,81,"10,000+"
6668,4.7,Free,9.5,221,"50,000+"
6669,4.3,Free,5.2,1364,"100,000+"
6670,4.1,Free,38,155649,"10,000,000+"
6671,4.7,Free,25,244,"10,000+"
6672,4.2,Free,20,562,"50,000+"
6673,4.0,Free,153,294,"10,000+"
6674,3.2,Free,5.3,8,100+
6675,4.6,Paid,6.3,8,100+
6676,5.0,Paid,38,8,10+
6677,4.4,Free,13,206602,"5,000,000+"
6678,4.5,Free,6.4,118,"5,000+"
6679,4.0,Free,1.9,24,"1,000+"
6680,4.6,Free,6.4,69,"5,000+"
6681,4.7,Free,2.0,10,500+
6682,4.1,Free,24,30,"5,000+"
6683,4.5,Free,10,219821,"1,000,000+"
6684,4.3,Free,39,3,10+
6685,5.0,Paid,40,1,10+
6686,5.0,Free,15,7,"1,000+"
6687,4.2,Free,209,1415,"100,000+"
6688,4.0,Free,1.5,28,"5,000+"
6689,5.0,Free,13,3,10+
6690,2.7,Free,9.4,3,100+
6691,4.1,Free,3.7,2167,"50,000+"
6692,4.4,Free,13,144545,"5,000,000+"
6693,4.3,Free,12,104,"10,000+"
6694,4.1,Free,19,349503,"10,000,000+"
6695,4.7,Free,Varies with devic,20001,"1,000,000+"
6696,4.4,Free,4.9,34,"10,000+"
6697,3.6,Free,2.5,100,"10,000+"
6698,4.0,Free,2.5,2480,"100,000+"
6699,4.1,Free,18,1288,"100,000+"
6700,4.0,Free,35,10774,"100,000+"
6701,4.1,Free,6.3,61,"1,000+"
6702,4.0,Free,1.3,119,"10,000+"
6703,4.6,Free,24,4578890,"50,000,000+"
6704,5.0,Free,17,47,"1,000+"
6705,3.6,Free,2.2,48,"5,000+"
6706,4.1,Free,Varies with devic,5025,"500,000+"
6707,4.3,Free,5.0,707,"100,000+"
6708,4.1,Free,4.6,5618,"500,000+"
6709,2.6,Free,9.0,5,"1,000+"
6710,2.7,Free,1.3,7,"1,000+"
6711,3.8,Free,24,120,"10,000+"
6712,5.0,Free,3.2,24,"5,000+"
6713,4.2,Free,97,2233681,"50,000,000+"
6714,5.0,Free,3.2,36,100+
6715,2.6,Free,2.4,8,"1,000+"
6716,4.4,Free,8.4,385764,"10,000,000+"
6717,4.3,Free,12,151095,"5,000,000+"
6718,4.7,Free,7.3,19,100+
6719,2.8,Free,4.2,4,500+
6720,4.1,Free,58,488039,"10,000,000+"
6721,3.6,Free,499,67,"5,000+"
6722,4.0,Free,3.7,210,"10,000+"
6723,5.0,Free,1.3,2,100+
6724,5.0,Free,40,3,50+
6725,4.7,Free,5.2,6,100+
6726,4.7,Free,Varies with devic,24900999,"500,000,000+"
6727,4.6,Free,17,6700847,"100,000,000+"
6728,4.7,Paid,173,23802,"100,000+"
6729,4.6,Free,Varies with devic,3090680,"100,000,000+"
6730,4.6,Free,5.1,2246379,"50,000,000+"
6731,4.6,Free,5.8,85496,"1,000,000+"
6732,4.6,Free,1.2,262076,"10,000,000+"
6733,4.6,Free,5.8,71740,"5,000,000+"
6734,4.4,Free,1.8,166363,"5,000,000+"
6735,3.8,Free,1.9,3341,"100,000+"
6736,4.1,Free,3.6,843,"100,000+"
6737,3.4,Free,2.5,2889,"500,000+"
6738,4.5,Free,2.1,112482,"5,000,000+"
6739,4.5,Free,1.1,3989,"100,000+"
6740,4.5,Free,17,8190074,"100,000,000+"
6741,4.0,Free,2.1,319,"100,000+"
6742,4.7,Free,2.8,85079,"1,000,000+"
6743,4.4,Free,Varies with devic,953790,"50,000,000+"
6744,4.4,Free,5.5,10093,"1,000,000+"
6745,4.7,Paid,41,1500,"10,000+"
6746,4.7,Free,14,1873,"100,000+"
6747,4.2,Free,597,498,"100,000+"
6748,4.2,Free,2.7,1147,"100,000+"
6749,4.0,Free,3.2,19,"10,000+"
6750,3.6,Free,809,661,"100,000+"
6751,4.7,Free,2.2,76,"50,000+"
6752,4.4,Free,8.2,1264,"100,000+"
6753,4.3,Free,2.8,246,"100,000+"
6754,4.4,Free,4.0,7519,"500,000+"
6755,4.4,Free,1.8,8,500+
6756,4.4,Free,70,29,"10,000+"
6757,4.3,Free,2.3,2910,"500,000+"
6758,3.3,Free,1.3,16,"10,000+"
6759,3.6,Free,122,373,"10,000+"
6760,4.5,Free,4.1,27180,"1,000,000+"
6761,4.5,Free,11,314,"10,000+"
6762,4.6,Free,4.2,847144,"10,000,000+"
6763,4.3,Free,8.2,10,"10,000+"
6764,3.6,Free,411,949,"100,000+"
6765,4.3,Free,2.3,176,"100,000+"
6766,4.4,Free,5.7,6271,"500,000+"
6767,4.1,Free,Varies with devic,24226,"1,000,000+"
6768,4.2,Paid,2.7,2359,"10,000+"
6769,4.8,Free,1.9,52,"5,000+"
6770,4.2,Paid,19,12,100+
6771,4.0,Free,Varies with devic,119173,"10,000,000+"
6772,3.7,Free,49,985,"100,000+"
6773,4.5,Paid,28,1985,"10,000+"
6774,4.1,Paid,41,3863,"100,000+"
6775,4.6,Paid,25,20463,"100,000+"
6776,4.5,Free,25,85,"10,000+"
6777,4.7,Free,38,21979,"1,000,000+"
6778,4.3,Free,28,920571,"10,000,000+"
6779,4.3,Free,55,2263,"100,000+"
6780,4.6,Free,58,5395,"500,000+"
6781,4.1,Free,27,30444,"1,000,000+"
6782,4.2,Free,25,256916,"10,000,000+"
6783,4.3,Free,31,37513,"5,000,000+"
6784,4.2,Free,94,40847,"1,000,000+"
6785,4.3,Free,25,96045,"5,000,000+"
6786,3.6,Free,21,21433,"1,000,000+"
6787,4.2,Free,45,82005,"10,000,000+"
6788,4.2,Free,45,120035,"5,000,000+"
6789,4.0,Free,24,6386,"500,000+"
6790,4.6,Free,83,43314,"1,000,000+"
6791,4.3,Free,88,24628,"1,000,000+"
6792,4.4,Free,51,39698,"5,000,000+"
6793,4.5,Free,63,121533,"10,000,000+"
6794,4.3,Free,21,10776,"1,000,000+"
6795,3.7,Free,7.2,17250,"1,000,000+"
6796,4.2,Free,51,13519,"1,000,000+"
6797,4.7,Free,98,39153,"1,000,000+"
6798,4.6,Free,27,51973,"1,000,000+"
6799,4.5,Paid,9.3,48754,"100,000+"
6800,4.1,Free,87,7046,"500,000+"
6801,4.5,Free,55,773,"100,000+"
6802,4.3,Free,Varies with devic,82499,"5,000,000+"
6803,3.4,Paid,26,642,"10,000+"
6804,4.2,Free,Varies with devic,117461,"5,000,000+"
6805,3.9,Free,62,108336,"1,000,000+"
6806,4.4,Paid,22,412,"10,000+"
6807,4.1,Paid,40,4107,"50,000+"
6808,4.3,Paid,5.5,3904,"10,000+"
6809,3.9,Paid,18,1213,"10,000+"
6810,4.0,Free,74,14563,"1,000,000+"
6811,5.0,Free,64,1,100+
6812,4.2,Free,16,17786,"1,000,000+"
6813,4.3,Free,25,199,"10,000+"
6814,4.5,Free,12,175,"10,000+"
6815,4.5,Paid,18,709,"5,000+"
6816,3.9,Free,4.5,987,"10,000+"
6817,4.5,Free,85,81001,"1,000,000+"
6818,3.5,Free,85,159,"10,000+"
6819,3.6,Free,26,581,"100,000+"
6820,1.9,Free,2.0,12,"1,000+"
6821,4.3,Free,3.9,87,"10,000+"
6822,3.2,Free,11,77,"5,000+"
6823,1.6,Free,18,8,"1,000+"
6824,4.2,Free,8.7,21,"5,000+"
6825,4.9,Free,3.9,206,"1,000+"
6826,4.4,Free,4.0,373,"10,000+"
6827,3.6,Free,Varies with devic,32416,"1,000,000+"
6828,3.4,Free,53,168,"10,000+"
6829,4.7,Free,52,8038,"100,000+"
6830,2.9,Free,23,320,"10,000+"
6831,4.3,Free,13,327,"10,000+"
6832,4.4,Free,30,5,"1,000+"
6833,4.3,Free,18,420,"50,000+"
6834,4.6,Free,4.1,963,"50,000+"
6835,4.6,Free,13,38,"1,000+"
6836,4.2,Free,20,6947,"500,000+"
6837,3.5,Free,21,16,"1,000+"
6838,2.9,Free,18,252,"10,000+"
6839,4.4,Free,41,26572,"1,000,000+"
6840,4.7,Free,12,65,"5,000+"
6841,4.5,Free,14,159,"1,000+"
6842,4.4,Free,Varies with devic,218,"10,000+"
6843,2.0,Paid,Varies with devic,23,100+
6844,4.7,Free,6.0,12,500+
6845,4.4,Free,17,248417,"5,000,000+"
6846,4.4,Free,400,137,"10,000+"
6847,4.4,Free,42,102215,"1,000,000+"
6848,4.5,Free,11,41,"1,000+"
6849,3.5,Paid,37,23,"1,000+"
6850,4.2,Free,13,33,"1,000+"
6851,3.7,Free,6.5,19,"1,000+"
6852,4.4,Free,16,15911,"1,000,000+"
6853,3.4,Free,19,1147,"100,000+"
6854,4.3,Free,3.3,64,"50,000+"
6855,3.6,Free,35,180,"10,000+"
6856,4.6,Free,6.3,2681,"100,000+"
6857,4.6,Free,12,7,500+
6858,4.2,Free,5.0,251,"10,000+"
6859,4.3,Free,43,9465,"500,000+"
6860,3.8,Free,2.9,128,"10,000+"
6861,1.4,Free,4.1,20,"1,000+"
6862,4.4,Free,8.5,38,"1,000+"
6863,4.0,Free,19,4607,"100,000+"
6864,4.6,Free,14,70,"1,000+"
6865,3.9,Free,801,22,"5,000+"
6866,3.8,Free,5.6,85,"5,000+"
6867,4.7,Free,36,92958,"1,000,000+"
6868,4.2,Free,3.2,242,"10,000+"
6869,4.3,Free,7.0,236,"50,000+"
6870,4.1,Free,2.9,187,"10,000+"
6871,4.3,Free,35,1018,"100,000+"
6872,4.2,Free,21,7935,"1,000,000+"
6873,3.6,Free,4.7,13,500+
6874,4.6,Free,20,132282,"1,000,000+"
6875,4.3,Free,12,34,"1,000+"
6876,5.0,Free,7.8,4,100+
6877,5.0,Free,24,4,100+
6878,5.0,Free,12,5,100+
6879,4.5,Free,Varies with devic,56,"1,000+"
6880,3.8,Free,4.9,2548,"100,000+"
6881,3.9,Free,3.3,116,"10,000+"
6882,4.8,Free,27,34443,"1,000,000+"
6883,4.1,Free,22,7,500+
6884,4.0,Free,1.2,1,100+
6885,4.8,Free,2.5,124,500+
6886,4.8,Free,14,36557,"1,000,000+"
6887,4.4,Free,6.8,8,500+
6888,4.1,Free,787,78,"10,000+"
6889,4.4,Free,69,475020,"5,000,000+"
6890,4.3,Free,14,15,"10,000+"
6891,3.7,Free,3.4,7,"1,000+"
6892,4.3,Free,50,59152,"1,000,000+"
6893,4.3,Free,18,2871,"100,000+"
6894,2.7,Free,18,36,"1,000+"
6895,4.4,Free,36,19207,"100,000+"
6896,4.5,Free,5.1,8,500+
6897,4.2,Free,61,4,10+
6898,3.7,Free,10,24,"5,000+"
6899,5.0,Free,3.4,2,5+
6900,4.2,Free,3.5,1044,"100,000+"
6901,3.9,Free,3.4,783,"100,000+"
6902,4.5,Free,15,192,"10,000+"
6903,3.5,Paid,3.8,10,100+
6904,4.7,Free,10,28237,"100,000+"
6905,4.2,Free,26,3247,"500,000+"
6906,4.4,Free,Varies with devic,134,"10,000+"
6907,4.7,Free,3.3,55,"1,000+"
6908,4.6,Free,15,222,"10,000+"
6909,4.0,Free,19,119368,"10,000,000+"
6910,2.5,Free,Varies with devic,706,"10,000+"
6911,3.8,Free,43,4552,"100,000+"
6912,4.7,Free,6.9,499,"50,000+"
6913,4.5,Free,40,108130,"5,000,000+"
6914,4.6,Free,Varies with devic,293086,"5,000,000+"
6915,4.6,Free,36,8778,"100,000+"
6916,5.0,Free,1.5,17,50+
6917,3.9,Free,37,29,"1,000+"
6918,5.0,Free,22,8,100+
6919,2.3,Free,2.6,395,"100,000+"
6920,3.6,Free,2.9,695,"100,000+"
6921,4.0,Free,12,42,"1,000+"
6922,3.7,Free,3.7,218,"10,000+"
6923,4.2,Free,17,7063,"1,000,000+"
6924,4.1,Free,23,37975,"5,000,000+"
6925,4.4,Free,17,117850,"10,000,000+"
6926,4.6,Free,5.0,167974,"500,000+"
6927,4.2,Free,18,2630,"100,000+"
6928,4.4,Free,33,4756,"100,000+"
6929,4.3,Free,26,13,500+
6930,4.0,Free,32,3788,"100,000+"
6931,4.5,Free,38,323,"10,000+"
6932,3.9,Free,21,14754,"1,000,000+"
6933,3.7,Free,41,7389,"500,000+"
6934,4.6,Paid,1.7,82,500+
6935,3.8,Free,9.9,16,100+
6936,4.7,Free,5.9,92010,"1,000,000+"
6937,3.4,Free,12,202,"10,000+"
6938,4.5,Free,16,68226,"1,000,000+"
6939,4.1,Free,19,3446,"500,000+"
6940,4.3,Free,2.8,297,"50,000+"
6941,4.6,Free,3.6,3106,"10,000+"
6942,4.3,Free,37,6078,"500,000+"
6943,4.3,Free,4.3,219,"5,000+"
6944,4.0,Free,1.7,182,"10,000+"
6945,3.5,Free,30,34,"1,000+"
6946,2.3,Free,5.2,10,"1,000+"
6947,3.9,Free,18,114,"5,000+"
6948,4.1,Paid,3.4,7,100+
6949,4.5,Free,41,561,"10,000+"
6950,4.6,Free,13,2167,"100,000+"
6951,4.4,Free,6.7,2420,"50,000+"
6952,3.1,Free,9.8,52,"5,000+"
6953,4.3,Free,14,77717,"5,000,000+"
6954,3.3,Paid,26,3,100+
6955,5.0,Free,22,7,100+
6956,4.2,Free,88,12,500+
6957,3.8,Free,18,434,"50,000+"
6958,3.3,Free,18,47,"5,000+"
6959,5.0,Free,4.5,6,50+
6960,1.0,Free,7.8,1,100+
6961,4.5,Free,23,40328,"1,000,000+"
6962,4.6,Free,Varies with devic,1502622,"100,000,000+"
6963,4.3,Free,Varies with devic,22773,"1,000,000+"
6964,4.4,Paid,50,26358,"500,000+"
6965,4.1,Free,70,52163,"1,000,000+"
6966,4.5,Free,47,299046,"10,000,000+"
6967,4.2,Free,42,41089,"5,000,000+"
6968,3.7,Free,3.7,25,"1,000+"
6969,4.1,Free,39,1019,"100,000+"
6970,3.9,Free,22,337,"10,000+"
6971,4.5,Free,22,2526,"100,000+"
6972,3.6,Free,12,2328,"100,000+"
6973,3.2,Free,14,655,"50,000+"
6974,3.5,Free,4.3,125,"10,000+"
6975,3.7,Free,Varies with devic,433,"50,000+"
6976,4.6,Paid,8.5,26,100+
6977,4.8,Free,6.7,33,"5,000+"
6978,4.1,Free,7.5,4946,"100,000+"
6979,4.4,Free,88,16459,"500,000+"
6980,4.3,Free,1.1,99,"10,000+"
6981,4.0,Free,5.7,13,"1,000+"
6982,3.1,Free,643,1015,"100,000+"
6983,4.2,Free,44,211,"10,000+"
6984,4.1,Free,11,75,"10,000+"
6985,3.5,Free,40,14823,"1,000,000+"
6986,4.3,Free,9.1,8668,"500,000+"
6987,3.8,Free,2.1,52,"1,000+"
6988,4.3,Free,32,112565,"1,000,000+"
6989,4.8,Free,7.8,16,100+
6990,2.3,Free,2.4,278,"10,000+"
6991,4.3,Free,53,125,"5,000+"
6992,4.4,Free,6.0,208,"10,000+"
6993,3.6,Free,25,783,"50,000+"
6994,5.0,Free,3.3,43,"1,000+"
6995,4.3,Free,3.6,211,"50,000+"
6996,4.2,Free,6.2,162,"10,000+"
6997,4.3,Free,68,14604,"500,000+"
6998,4.7,Free,19,160,"5,000+"
6999,3.9,Free,3.6,3253,"100,000+"
7000,4.4,Free,17,431,"10,000+"
7001,4.4,Free,31,460,"50,000+"
7002,4.3,Free,18,247,"10,000+"
7003,2.6,Free,6.0,85,"5,000+"
7004,4.3,Free,29,445,"50,000+"
7005,3.8,Free,42,568,"50,000+"
7006,4.2,Free,14,345,"50,000+"
7007,4.2,Free,29,6,"1,000+"
7008,4.1,Free,5.7,10,"5,000+"
7009,4.0,Free,36,36,"10,000+"
7010,4.4,Free,8.9,7,"1,000+"
7011,4.7,Free,5.1,6,"1,000+"
7012,2.6,Free,4.3,13,"1,000+"
7013,4.3,Free,62,7,"1,000+"
7014,5.0,Free,29,3,500+
7015,3.7,Free,7.8,6,"1,000+"
7016,4.3,Free,20,62,"5,000+"
7017,4.1,Free,986,41,"10,000+"
7018,4.3,Free,18,22,"10,000+"
7019,3.8,Free,14,534,"100,000+"
7020,4.5,Free,9.3,18,"5,000+"
7021,5.0,Free,17,5,"1,000+"
7022,3.9,Free,4.0,40,"5,000+"
7023,3.8,Free,8.3,271,"50,000+"
7024,4.6,Free,9.6,186,"10,000+"
7025,4.6,Free,20,28,"1,000+"
7026,4.7,Free,14,315,"10,000+"
7027,5.0,Free,17,6,"1,000+"
7028,4.5,Free,13,18,"10,000+"
7029,4.3,Free,46,10,100+
7030,3.5,Free,11,3988,"1,000,000+"
7031,3.3,Paid,1.6,19,100+
7032,4.8,Free,Varies with devic,8191,"100,000+"
7033,3.9,Free,11,84,"10,000+"
7034,4.5,Free,8.6,86,"5,000+"
7035,3.4,Paid,24,35,"1,000+"
7036,5.0,Free,1.6,4,"1,000+"
7037,5.0,Free,8.4,1,50+
7038,4.8,Paid,44,12,100+
7039,3.6,Free,88,35,"10,000+"
7040,4.3,Free,32,693,"100,000+"
7041,4.0,Free,25,347,"10,000+"
7042,4.5,Free,27,853,"10,000+"
7043,4.6,Free,7.3,48,"1,000+"
7044,4.7,Free,14,6208,"100,000+"
7045,3.8,Free,15,480,"50,000+"
7046,3.4,Free,Varies with devic,295,"10,000+"
7047,4.7,Free,16,2374,"10,000+"
7048,4.0,Free,25,253,"10,000+"
7049,4.6,Free,14,1231,"10,000+"
7050,2.0,Free,2.9,207,"10,000+"
7051,4.3,Free,18,231,"10,000+"
7052,2.0,Free,35,314,"10,000+"
7053,3.6,Free,25,117,"10,000+"
7054,4.7,Free,14,3661,"50,000+"
7055,3.5,Free,6.5,805,"50,000+"
7056,4.0,Free,5.5,732,"50,000+"
7057,3.5,Free,28,256,"10,000+"
7058,4.3,Free,17,323,"10,000+"
7059,4.1,Free,7.3,196,"10,000+"
7060,4.6,Free,24,1992,"50,000+"
7061,3.8,Free,2.1,922,"100,000+"
7062,4.3,Free,24,4290,"50,000+"
7063,3.8,Free,2.8,109,"10,000+"
7064,1.0,Free,7.2,2,"1,000+"
7065,3.8,Free,8.6,472,"50,000+"
7066,3.3,Free,2.3,343,"10,000+"
7067,4.8,Free,12,495,"5,000+"
7068,3.0,Free,Varies with devic,4,100+
7069,4.0,Free,Varies with devic,28136,"5,000,000+"
7070,3.6,Paid,70,892,"50,000+"
7071,3.8,Free,34,12667,"1,000,000+"
7072,4.3,Free,2.6,40907,"5,000,000+"
7073,3.9,Free,35,475944,"10,000,000+"
7074,4.2,Free,24,115176,"10,000,000+"
7075,4.6,Free,88,10981850,"100,000,000+"
7076,4.0,Free,7.0,121082,"10,000,000+"
7077,4.5,Free,3.9,4571,"500,000+"
7078,4.6,Free,Varies with devic,15830,"1,000,000+"
7079,4.6,Free,3.8,213,"10,000+"
7080,4.5,Free,26,625,"100,000+"
7081,3.7,Free,5.0,3757,"1,000,000+"
7082,4.4,Free,4.7,9555,"1,000,000+"
7083,4.6,Free,5.6,770,"100,000+"
7084,3.9,Free,5.3,88,"10,000+"
7085,4.4,Free,2.2,2147,"500,000+"
7086,4.5,Free,26,48,"5,000+"
7087,4.5,Free,5.6,3972,"100,000+"
7088,4.3,Free,26,374,"100,000+"
7089,3.7,Free,8.6,113,"10,000+"
7090,3.9,Free,21,37,"10,000+"
7091,3.9,Free,4.8,139,"50,000+"
7092,4.3,Free,15,2303,"100,000+"
7093,4.1,Free,20,489,"100,000+"
7094,4.1,Free,20,423,"100,000+"
7095,4.4,Free,5.5,14,"1,000+"
7096,4.4,Free,5.7,20921,"1,000,000+"
7097,4.2,Free,11,831,"50,000+"
7098,4.5,Free,4.7,27820,"1,000,000+"
7099,4.6,Free,4.1,244,"100,000+"
7100,4.4,Paid,6.9,244,"1,000+"
7101,4.4,Free,12,25,"5,000+"
7102,4.4,Free,Varies with devic,11310,"1,000,000+"
7103,3.8,Free,5.9,203,"10,000+"
7104,2.6,Free,2.2,80,"10,000+"
7105,4.2,Free,7.1,715,"100,000+"
7106,4.4,Free,7.9,25,"5,000+"
7107,4.2,Free,25,75,"10,000+"
7108,4.0,Free,26,13,"5,000+"
7109,4.2,Free,4.9,593,"100,000+"
7110,4.0,Free,25,114,"10,000+"
7111,4.4,Free,8.3,31,"10,000+"
7112,4.5,Free,6.0,416,"10,000+"
7113,3.2,Free,3.0,114,"10,000+"
7114,4.3,Free,19,740,"50,000+"
7115,3.4,Free,4.1,22,"1,000+"
7116,2.3,Paid,6.0,42,"1,000+"
7117,4.4,Free,4.6,6997,"100,000+"
7118,4.3,Free,26,34,"10,000+"
7119,4.3,Free,10,996,"50,000+"
7120,3.6,Free,5.0,125,"10,000+"
7121,4.6,Free,16,2555,"100,000+"
7122,4.2,Free,22,54,"5,000+"
7123,4.0,Free,8.1,12,"5,000+"
7124,4.4,Free,21,288209,"5,000,000+"
7125,4.5,Free,13,16391,"500,000+"
7126,3.2,Free,4.8,24,"5,000+"
7127,1.7,Free,6.1,367,"50,000+"
7128,2.2,Free,4.3,54,"10,000+"
7129,3.8,Free,6.2,5084,"100,000+"
7130,4.8,Paid,3.5,6,100+
7131,4.4,Free,38,165656,"5,000,000+"
7132,4.5,Free,9.5,3935,"100,000+"
7133,4.8,Paid,516,10,100+
7134,4.6,Free,837,649,"50,000+"
7135,3.7,Paid,2.0,166,"5,000+"
7136,4.4,Free,17,14,100+
7137,3.5,Free,6.8,12204,"1,000,000+"
7138,3.8,Free,1.1,5,500+
7139,3.8,Paid,780,9,100+
7140,4.3,Paid,3.7,12,100+
7141,4.6,Paid,2.6,265,"10,000+"
7142,4.5,Free,7.8,2,100+
7143,3.7,Free,Varies with devic,29229,"1,000,000+"
7144,4.8,Paid,9.6,341,"5,000+"
7145,4.3,Paid,Varies with devic,253,"5,000+"
7146,5.0,Paid,2.4,12,100+
7147,3.9,Free,Varies with devic,31552,"1,000,000+"
7148,3.0,Free,55,1,100+
7149,5.0,Paid,3.7,1,10+
7150,4.4,Free,96,12639,"500,000+"
7151,4.6,Paid,1.1,94,"1,000+"
7152,3.9,Free,20,1436,"100,000+"
7153,3.3,Free,12,15,"1,000+"
7154,4.1,Free,Varies with devic,4513,"100,000+"
7155,3.0,Free,498,4,"1,000+"
7156,4.2,Free,13,6784,"500,000+"
7157,4.2,Free,4.2,268,"50,000+"
7158,4.2,Free,11,1137,"50,000+"
7159,4.0,Free,Varies with devic,319777,"10,000,000+"
7160,4.0,Free,600,27,"5,000+"
7161,3.2,Free,18,3069,"500,000+"
7162,4.6,Free,3.0,79,"1,000+"
7163,3.2,Free,14,20843,"1,000,000+"
7164,4.1,Free,72,137674,"5,000,000+"
7165,3.3,Free,Varies with devic,50428,"5,000,000+"
7166,4.4,Free,54,48,"5,000+"
7167,4.0,Free,12,1419,"100,000+"
7168,4.2,Free,37,18,"1,000+"
7169,4.1,Free,6.5,62,"10,000+"
7170,4.3,Free,6.6,49,"10,000+"
7171,3.3,Free,50,4069,"1,000,000+"
7172,4.7,Free,4.3,175,"10,000+"
7173,4.4,Free,7.6,63,"10,000+"
7174,3.1,Free,5.5,47,"10,000+"
7175,3.1,Free,94,19,"1,000+"
7176,3.3,Free,35,439,"50,000+"
7177,3.9,Free,55,10,500+
7178,3.4,Free,11,12,"1,000+"
7179,3.9,Free,12,13,"1,000+"
7180,4.4,Free,21,21,"1,000+"
7181,3.9,Paid,27,11,500+
7182,3.7,Free,5.3,818,"100,000+"
7183,4.5,Free,30,4,500+
7184,4.7,Free,10,42,"5,000+"
7185,4.6,Free,9.8,147,"10,000+"
7186,5.0,Free,3.8,103,"5,000+"
7187,3.0,Free,33,2,100+
7188,3.9,Free,35,517,"10,000+"
7189,5.0,Free,3.4,3,50+
7190,3.9,Free,2.5,12,500+
7191,3.8,Free,12,19,"1,000+"
7192,3.6,Free,592,6060,"500,000+"
7193,3.9,Paid,50,654,"10,000+"
7194,3.8,Free,19,316,"100,000+"
7195,4.8,Paid,1.0,171,"1,000+"
7196,4.4,Free,Varies with devic,2418165,"100,000,000+"
7197,4.5,Free,Varies with devic,75140,"1,000,000+"
7198,4.0,Free,1.1,387,"50,000+"
7199,4.7,Paid,81,16851,"100,000+"
7200,4.8,Free,15,17,100+
7201,4.7,Free,13,439,"5,000+"
7202,4.7,Free,20,541732,"5,000,000+"
7203,4.5,Free,7.1,27,500+
7204,4.0,Free,4.5,47,"1,000+"
7205,3.2,Free,10,191,"10,000+"
7206,4.7,Free,20,39,"1,000+"
7207,4.5,Free,8.1,4,100+
7208,4.5,Free,1.6,93,"50,000+"
7209,4.9,Free,6.1,57,"1,000+"
7210,4.2,Free,4.9,182,"5,000+"
7211,5.0,Free,Varies with devic,3,100+
7212,5.0,Free,20,2,100+
7213,5.0,Free,9.3,2,100+
7214,4.2,Free,61,47340,"1,000,000+"
7215,4.7,Free,5.8,3,500+
7216,4.5,Free,Varies with devic,81502,"1,000,000+"
7217,4.5,Free,Varies with devic,208543,"10,000,000+"
7218,4.5,Free,6.4,10159,"1,000,000+"
7219,3.8,Free,4.0,57,"5,000+"
7220,4.5,Free,46,85015,"1,000,000+"
7221,4.3,Free,30,2250,"100,000+"
7222,3.9,Free,Varies with devic,6200,"500,000+"
7223,3.9,Free,1.4,112,"10,000+"
7224,4.2,Free,15,226,"10,000+"
7225,4.5,Free,1.8,214,"10,000+"
7226,4.1,Free,19,11179,"1,000,000+"
7227,4.4,Free,Varies with devic,221878,"10,000,000+"
7228,4.1,Free,12,1514,"100,000+"
7229,4.6,Free,21,470,"10,000+"
7230,3.3,Free,25,60,"10,000+"
7231,4.5,Free,3.4,11,"1,000+"
7232,2.2,Free,8.7,876,"1,000,000+"
